,X0,X1,X2,X3,X4,Y
0,0.30649153400605644,0.19765735540228568,0.6588874411675328,0.7745726428891389,0.12292108770681776,39.48672043352891
1,0.15835434975377327,0.09918318510425561,0.6377306624555489,0.17399782802250552,0.283803062092,27.386589084695956
2,0.3101256663847848,0.6498644656455347,0.040822732897920155,0.9734682319944641,0.5937680413938219,23.799509121972207
3,0.2509210678695236,0.7513222884269418,0.6878331135473909,0.34598468941996174,0.4590639211362807,39.44356387422215
4,0.10526880490531809,0.8950309243697882,0.7641704483291145,0.9197374893688504,0.37359494205296073,46.4153956305468
5,0.6214073701464669,0.17977877149495147,0.29834861047424965,0.4947270772454526,0.23126809168884854,21.668620830431887
6,0.31277369967438773,0.5658529960066109,0.2825169115628683,0.609336904836951,0.20166627644319868,25.55261181141253
7,0.09373232778915841,0.5627552213748499,0.517877175666509,0.3670006293550099,0.8141970016462734,29.636127174788317
8,0.8730516597575452,0.7920138619323903,0.90806326874363,0.4735029110885748,0.21754916211430986,53.308632031932646
9,0.03600065728156021,0.42655615093859345,0.526540704404713,0.6373588703960349,0.3509635645680663,28.237309368529935
10,0.30355850470421764,0.06325002515866784,0.872954043354381,0.17602711290870898,0.19036770542774284,39.73010927211557
11,0.363255259652032,0.0002704780405146101,0.27923489694811965,0.06079145774276351,0.5019881628338498,15.435949382186925
12,0.6282743278771619,0.3023817296576584,0.4985031125023962,0.352202121578836,0.7159591327983306,32.67184064960859
13,0.07563816723641703,0.12166719875008702,0.32346047661795085,0.6157573194673398,0.8846553643048652,23.192973153931877
14,0.1564590814968515,0.19066381665350107,0.1845820409519182,0.6126690602284129,0.896474229323573,21.489713323251934
15,0.08203071420179842,0.8862105702020908,0.0735486338531075,0.5460064881556813,0.8613864189614494,19.242555701328055
16,0.13887203528903214,0.18628979038185245,0.19911955702992412,0.09906540941142472,0.7716343623278565,16.695629662473504
17,0.4010428762338878,0.15774988588222139,0.97383690234798,0.6196963746899511,0.6250075702876585,56.255568774678835
18,0.5018591727107691,0.7763755467718858,0.5781846201405365,0.06845989360980875,0.6945844052069259,35.4811120215628
19,0.8209223139897183,0.8920067064356197,0.9772175590001214,0.014848829883782666,0.09621379523500362,52.84693743805406
20,0.24712464427297665,0.9324799234426898,0.8856701135547286,0.07106083600362334,0.24239549337737087,46.88515808363152
21,0.47292870082815386,0.2676596567996171,0.40473824130080993,0.8498690627339407,0.40816042270225317,30.244001195178164
22,0.7302548018230597,0.16327931861558054,0.43249373529708524,0.9079076388237891,0.6729455176502258,35.70464237853655
23,0.04540874417072682,0.29873648206388326,0.4574181492221149,0.2930631224047038,0.38662524168831014,22.47025852161954
24,0.3763967858684846,0.8759361151500247,0.8071499806056611,0.7752324536268955,0.8522208023590964,57.15909944432938
25,0.7432818027744535,0.21863708759894807,0.8220678840922637,0.05462478564659623,0.6270674212885862,43.76681700614536
26,0.04463455492325252,0.07062573587006193,0.3273183501643191,0.5717881713429751,0.5468440026809103,24.353685052474773
27,0.6494061824838444,0.5270658195567822,0.46901099430198967,0.8526857275551242,0.9323214740500427,40.37036899080702
28,0.20174198311872482,0.06824186518704423,0.23380559244748111,0.7483403965752433,0.6684091948146254,23.137307902947164
29,0.09083658002362915,0.47440176846881643,0.15095270599165111,0.6670574573018522,0.4449158353339031,18.89600270415356
30,0.10828480158705323,0.3389788741202334,0.728837475608259,0.059711027504407266,0.31570370246074375,33.09051580020424
31,0.7272697864778223,0.5713511857060739,0.6904168033534672,0.475538456482549,0.1637057551247073,44.28588869458313
32,0.983305808230666,0.6816580559110917,0.38407778464073083,0.8914934756156568,0.19857562246783067,34.88393868461996
33,0.5653586501330997,0.06974747584635399,0.6553996506721224,0.07322826007894268,0.08485458895512743,30.484329686064296
34,0.46083678772545444,0.7422152327677691,0.4141101320777443,0.21620670806163056,0.9354980270349121,32.158541480579046
35,0.6378141325120922,0.6639740223917304,0.5116122697822488,0.6626130019293879,0.687937894028165,40.318397383856
36,0.6484382346861695,0.20434059281429018,0.7503583349855917,0.9291876034381151,0.4669511443101846,47.88530725691933
37,0.914233917663771,0.024165700689360414,0.9461526125033263,0.8404801543693955,0.438615037382723,53.93522731005074
38,0.24889980443975313,0.5498031972153867,0.20923205750111595,0.6788022130367096,0.2968425864689649,24.033493166401193
39,0.1880396961119175,0.6536727636829602,0.5924601960531461,0.15519803015320888,0.11368424348604278,31.61835067598931
40,0.267392468773026,0.9580959903415633,0.2390161739212212,0.33530516351315864,0.8002740592896112,25.277110481755592
41,0.8772169090967914,0.32141886674151654,0.6172410110059606,0.3665690337776023,0.7311682798527499,39.25806911784982
42,0.3332850644331151,0.5144277978169072,0.4902260049757762,0.09185611427092777,0.12078921047063429,24.863488811575102
